time,generation biomass,generation fossil brown coal/lignite,generation fossil gas,generation fossil hard coal,generation fossil oil,generation hydro pumped storage consumption,generation hydro run-of-river and poundage,generation hydro water reservoir,generation nuclear,generation other,generation other renewable,generation solar,generation waste,generation wind onshore,forecast solar day ahead,forecast wind onshore day ahead,total load forecast,total load actual,price day ahead,price actual,Total Load % Difference from Forecasted Value,Price % Difference from Forecasted Value,SEASON
12/21/2016 7:00,337,951,7502,6788,269,38,581,1770,6584,56,96,35,292,6485,20,6594,31722,31516,67.49,72.08,-0.65%,6.80%,WINTER
12/21/2016 8:00,337,979,8713,6894,278,38,640,3251,6616,58,99,59,292,6265,77,6309,34400,34752,70.15,76.34,1.02%,8.82%,WINTER
12/21/2016 9:00,337,979,8951,6918,280,3,669,3685,6648,59,102,655,284,5814,613,5881,35400,35620,70.69,76.82,0.62%,8.67%,WINTER
12/21/2016 10:00,340,978,9000,6930,280,0,678,3497,6678,59,106,1667,282,5260,1489,5466,35667,35877,70.2,77.58,0.59%,10.51%,WINTER
12/21/2016 11:00,343,981,9085,6934,279,0,706,3531,6706,57,105,2457,282,4802,2226,4936,35436,35544,69.2,76.58,0.30%,10.66%,WINTER
12/21/2016 12:00,344,981,8633,6933,263,0,653,2997,6739,59,104,2910,281,4376,2845,4526,35061,34991,67.53,74.87,-0.20%,10.87%,WINTER
12/21/2016 13:00,344,981,8506,6932,279,0,646,2891,6765,61,104,2966,280,3973,2976,4127,34797,34681,67.49,73.65,-0.33%,9.13%,WINTER
12/21/2016 14:00,345,981,8287,6925,290,0,655,2687,6765,62,104,2665,276,3816,2866,3794,34049,33687,67.23,73.39,-1.06%,9.16%,WINTER
12/21/2016 15:00,342,964,8210,6915,287,0,728,2310,6762,58,105,2221,280,3686,2467,3665,33625,33314,67.23,73.77,-0.92%,9.73%,WINTER
12/21/2016 16:00,343,980,8767,6914,295,0,725,3177,6761,57,103,1431,278,3438,1695,3537,33602,33281,68.75,75.07,-0.96%,9.19%,WINTER
12/21/2016 17:00,344,987,8939,6876,296,0,728,4751,6748,56,107,552,272,3302,768,3342,34477,34041,72.69,79.68,-1.26%,9.62%,WINTER
12/21/2016 18:00,347,988,9955,6922,298,0,767,6006,6749,57,107,101,263,3519,259,3470,36324,36060,75,84.66,-0.73%,12.88%,WINTER
12/21/2016 19:00,337,988,10303,6911,304,0,762,5547,6744,56,107,59,268,3691,83,3621,36614,36387,75,84.43,-0.62%,12.57%,WINTER
12/21/2016 20:00,332,976,10097,6894,302,0,767,4745,6765,55,109,86,271,3499,33,3607,36921,36664,72.69,82.27,-0.70%,13.18%,WINTER
12/21/2016 21:00,335,963,8869,6899,305,0,734,4227,6765,57,108,54,277,3259,8,3344,36212,36214,69.9,77.8,0.01%,11.30%,WINTER
12/21/2016 22:00,326,979,7414,6875,305,0,696,3790,6768,56,106,54,271,2900,5,3042,33691,33863,67.88,74.53,0.51%,9.80%,WINTER
12/21/2016 23:00,302,970,6706,6858,303,31,661,2885,6775,52,107,26,269,2719,7,2776,30479,30668,66.18,72.25,0.62%,9.17%,WINTER
12/22/2016 0:00,313,975,5524,6833,290,38,578,2465,6804,54,106,26,272,2630,3,2661,27650,28092,67.59,71.69,1.60%,6.07%,WINTER
12/22/2016 1:00,329,933,4781,6688,289,89,529,1116,6826,56,92,26,270,2669,3,2667,25339,25604,59.29,64.25,1.05%,8.37%,WINTER
12/22/2016 2:00,328,906,4362,6482,288,437,521,492,6828,56,95,26,262,2535,2,2659,24034,24131,52.3,57.59,0.40%,10.11%,WINTER
12/22/2016 3:00,327,906,4474,6341,281,470,526,557,6824,56,93,26,259,2340,2,2468,23567,23524,50.97,56.26,-0.18%,10.38%,WINTER
12/22/2016 4:00,327,920,4668,6402,279,675,526,603,6820,55,94,26,262,2282,2,2332,23460,23374,50.76,56.14,-0.37%,10.60%,WINTER
12/22/2016 5:00,327,932,4758,6483,288,675,534,651,6819,56,93,26,266,2214,2,2268,23907,23915,51.36,56.55,0.03%,10.11%,WINTER
12/22/2016 6:00,341,904,5920,6536,289,346,560,1093,6822,56,96,26,274,2103,4,2171,26311,26454,57.71,63.03,0.54%,9.22%,WINTER
12/22/2016 7:00,343,972,7716,6835,291,38,617,3631,6835,59,102,34,274,1998,18,2070,30857,30856,70.2,74.2,0.00%,5.70%,WINTER
12/22/2016 8:00,342,990,9221,6892,301,2,713,5329,6863,63,100,59,279,1891,69,1948,34178,34078,72.44,78.24,-0.29%,8.01%,WINTER
12/22/2016 9:00,346,989,9457,7001,304,0,771,5797,6894,61,100,615,279,1674,580,1742,35118,35135,72.65,78.23,0.05%,7.68%,WINTER
12/22/2016 10:00,341,989,9450,7131,300,0,746,5230,6924,63,96,1560,280,1519,1420,1556,35439,35398,71.42,78.68,-0.12%,10.17%,WINTER
12/22/2016 11:00,344,974,9242,7157,304,0,745,4945,6952,64,96,2381,282,1423,2077,1413,35085,34899,70.69,77.91,-0.53%,10.21%,WINTER
12/22/2016 12:00,341,979,8881,7161,306,0,688,2957,6962,65,92,2877,279,1501,2678,1458,34694,34327,68.5,76.25,-1.06%,11.31%,WINTER
12/22/2016 13:00,344,909,8785,7235,299,0,705,2559,6966,64,100,2896,282,1509,2967,1530,34377,33851,68.49,74.96,-1.53%,9.45%,WINTER
12/22/2016 14:00,339,969,8726,7200,293,0,708,2534,6992,63,97,2802,280,1380,2924,1430,33248,32728,68.5,75,-1.56%,9.49%,WINTER
12/22/2016 15:00,339,928,8682,7190,286,0,704,2090,7021,59,96,2683,275,1301,2508,1330,32800,32298,68.14,74.68,-1.53%,9.60%,WINTER
12/22/2016 16:00,337,973,8837,7205,288,0,707,2466,7047,56,100,2078,270,1340,1795,1343,32751,32327,68.7,74.77,-1.29%,8.84%,WINTER
12/22/2016 17:00,337,980,9738,7237,304,0,725,4580,7045,57,106,904,268,1377,789,1399,33713,33209,72.65,78.91,-1.49%,8.62%,WINTER
12/22/2016 18:00,339,980,10011,7203,308,0,765,6352,7045,56,110,146,269,1428,427,1407,35490,35337,74.69,85.17,-0.43%,14.03%,WINTER
12/22/2016 19:00,340,979,10006,7180,311,0,769,6290,7046,56,114,37,277,1582,181,1551,35658,35700,74.69,84.84,0.12%,13.59%,WINTER
12/22/2016 20:00,341,977,9812,7216,310,0,761,4854,7045,57,115,36,285,1576,6,1626,36048,35647,72.69,81.8,-1.11%,12.53%,WINTER
12/22/2016 21:00,346,979,8909,7204,311,0,720,4744,7048,57,111,23,287,1447,0,1503,35259,35038,70.95,78.29,-0.63%,10.35%,WINTER
12/22/2016 22:00,346,986,8480,7184,317,0,704,3558,7048,56,109,23,288,1507,0,1488,32736,32931,69.08,75.23,0.60%,8.90%,WINTER
12/22/2016 23:00,346,975,7454,7134,317,29,649,2462,7045,56,110,23,289,1573,0,1586,29868,29986,67,72.92,0.40%,8.84%,WINTER
12/23/2016 0:00,352,916,5964,7103,300,57,622,1769,7048,55,109,23,292,1552,0,1585,27661,27231,68.56,73.5,-1.55%,7.21%,WINTER
12/23/2016 1:00,346,800,5071,6859,300,58,569,1228,7049,55,99,23,288,1658,0,1619,25235,24975,60.15,65.73,-1.03%,9.28%,WINTER
12/23/2016 2:00,336,640,4741,6515,300,224,553,409,7048,56,98,23,283,1832,0,1782,23869,23496,53.75,59.87,-1.56%,11.39%,WINTER
12/23/2016 3:00,336,610,4631,6096,300,427,556,352,7047,57,100,23,281,1971,0,1928,22963,22776,50.29,56.41,-0.81%,12.17%,WINTER
12/23/2016 4:00,336,609,4624,5895,296,518,555,383,7033,56,100,23,280,2005,2,2013,22907,22500,50.29,56.31,-1.78%,11.97%,WINTER
12/23/2016 5:00,338,609,4663,6062,298,642,554,587,7057,55,95,23,281,1984,3,2009,23534,22996,50.29,56.35,-2.29%,12.05%,WINTER
12/23/2016 6:00,337,594,4950,6439,300,206,581,863,7061,55,97,23,280,1920,3,1934,25424,25181,57.71,63.79,-0.96%,10.54%,WINTER
12/23/2016 7:00,337,655,5971,6970,306,1,639,2186,7058,56,107,30,276,2022,12,1981,29631,28874,69.05,74.97,-2.55%,8.57%,WINTER
12/23/2016 8:00,334,649,6953,7161,308,0,697,3452,7058,57,108,50,271,1980,69,2007,32305,31898,70.53,78.36,-1.26%,11.10%,WINTER
12/23/2016 9:00,335,662,7414,7212,313,0,724,3748,7063,62,107,624,272,1979,601,1985,33983,33735,70.51,77.18,-0.73%,9.46%,WINTER
12/23/2016 10:00,303,663,7698,7224,312,0,725,3474,7066,64,106,1658,269,1839,1504,1836,34414,34240,70.15,77.57,-0.51%,10.58%,WINTER
12/23/2016 11:00,327,663,7651,7185,315,0,692,3010,7062,63,107,2703,274,1764,2374,1759,34110,33709,69.19,76.74,-1.18%,10.91%,WINTER
12/23/2016 12:00,335,656,7181,7087,318,0,695,2333,7041,62,108,3295,271,1999,2993,1928,33665,32899,68.56,76.76,-2.28%,11.96%,WINTER
12/23/2016 13:00,338,650,6664,7048,316,1,711,2214,7043,59,106,3338,267,2022,3358,2008,33308,32381,68.56,75.59,-2.78%,10.25%,WINTER
12/23/2016 14:00,339,616,6424,6866,317,33,702,2091,7063,56,108,3236,268,1902,3229,1935,32256,31138,67.7,75.27,-3.47%,11.18%,WINTER
12/23/2016 15:00,337,607,6415,6838,317,197,687,1734,7065,55,109,3121,271,1823,2837,1805,31515,30285,66.55,73.9,-3.90%,11.04%,WINTER
12/23/2016 16:00,341,605,6688,6986,313,197,676,1725,7068,56,109,2432,276,1822,2025,1836,31300,30102,67.48,74.65,-3.83%,10.63%,WINTER
12/23/2016 17:00,345,655,6869,7042,310,105,694,2256,7071,56,108,1108,283,1760,1034,1770,31691,30766,68.5,75.58,-2.92%,10.34%,WINTER
12/23/2016 18:00,346,664,6910,7109,312,0,752,3882,7073,57,111,283,284,1881,561,1874,33415,32985,70.15,79.28,-1.29%,13.01%,WINTER
12/23/2016 19:00,346,660,6967,7229,315,0,763,4123,7073,57,113,133,285,1962,222,1943,34042,33432,70.05,78.4,-1.79%,11.92%,WINTER
12/23/2016 20:00,347,662,7139,7195,314,0,760,3840,7073,57,112,78,287,2118,12,2113,34146,33369,69.99,78.11,-2.28%,11.60%,WINTER
12/23/2016 21:00,352,602,6896,7182,311,0,725,3513,7071,58,111,40,283,2227,0,2165,33694,32678,69.99,77,-3.02%,10.02%,WINTER
12/23/2016 22:00,350,597,6642,7145,314,0,691,2238,7074,57,110,35,284,2428,1,2376,31631,30819,68.11,74.37,-2.57%,9.19%,WINTER
12/23/2016 23:00,335,603,6158,6933,294,30,671,1918,7077,56,110,35,280,2314,1,2355,28817,28420,66.1,72.42,-1.38%,9.56%,WINTER
12/24/2016 0:00,334,630,4815,6635,254,163,625,1189,7075,55,111,35,286,2221,0,2232,25881,25917,64.5,70.22,0.14%,8.87%,WINTER
12/24/2016 1:00,336,618,4338,6481,256,445,611,766,7074,55,100,35,283,2219,1,2246,23684,23687,52.79,60,0.01%,13.66%,WINTER
12/24/2016 2:00,329,610,4147,5792,252,1140,582,453,7075,55,100,35,281,2190,1,2200,22096,22110,47.85,54.84,0.06%,14.61%,WINTER
12/24/2016 3:00,330,620,4171,5533,245,1765,566,396,7075,55,99,34,282,2255,1,2251,21192,21269,45.76,53.32,0.36%,16.52%,WINTER
12/24/2016 4:00,328,597,3962,5360,250,2022,548,339,7073,56,100,32,281,2368,0,2320,20762,20773,44.82,52.12,0.05%,16.29%,WINTER
12/24/2016 5:00,331,596,3838,5326,242,1969,552,345,7062,56,98,32,281,2543,1,2552,20784,20698,44.69,51.81,-0.41%,15.93%,WINTER
12/24/2016 6:00,332,576,3826,5146,238,1593,539,393,7098,55,96,32,278,2627,3,2644,21884,21166,45.98,53.21,-3.28%,15.72%,WINTER
12/24/2016 7:00,330,654,3844,5471,237,948,535,704,7096,55,96,42,273,2687,15,2640,23398,22453,48.93,57.11,-4.04%,16.72%,WINTER
12/24/2016 8:00,331,688,4281,5463,227,520,539,686,7090,56,98,58,270,2853,67,2758,25350,23980,50.73,59.47,-5.40%,17.23%,WINTER
12/24/2016 9:00,329,747,4157,5460,236,51,562,1163,7091,55,98,562,267,2982,559,2935,27507,26541,59.9,67.32,-3.51%,12.39%,WINTER
12/24/2016 10:00,330,805,4103,5853,236,0,604,1672,7071,55,96,1507,269,2952,1378,2944,29164,28371,65,71.25,-2.72%,9.62%,WINTER
12/24/2016 11:00,326,890,3525,6182,237,4,594,1675,7089,56,94,2447,269,2824,2227,2832,29252,28470,62.4,67.97,-2.67%,8.93%,WINTER
12/24/2016 12:00,326,896,3284,5896,237,0,593,1024,7097,56,95,3006,266,3080,2807,2942,28373,27822,60.1,66.06,-1.94%,9.92%,WINTER
12/24/2016 13:00,329,895,3208,5711,221,33,563,764,7081,55,92,3016,265,3348,3179,3251,28382,27520,60.15,66.64,-3.04%,10.79%,WINTER
12/24/2016 14:00,326,858,3158,5570,217,134,553,650,7097,55,92,2941,264,3413,3130,3356,27631,26986,58.29,65.47,-2.33%,12.32%,WINTER
12/24/2016 15:00,329,856,3121,5574,167,482,545,633,7095,55,96,2891,264,3526,2774,3503,26827,26131,52.37,59.39,-2.59%,13.40%,WINTER
12/24/2016 16:00,326,896,3154,5614,166,457,538,704,7095,54,95,2267,266,3586,2051,3591,26485,25856,51.68,58.52,-2.37%,13.24%,WINTER
12/24/2016 17:00,330,900,3643,5778,166,115,566,1492,7077,55,95,1050,267,3526,1018,3484,27461,26502,58.75,65.13,-3.49%,10.86%,WINTER
12/24/2016 18:00,333,909,3705,6218,166,0,639,3292,7095,56,94,237,266,3702,221,3596,30041,29464,67.48,75.08,-1.92%,11.26%,WINTER
12/24/2016 19:00,328,981,3986,6481,190,0,653,3492,7098,56,93,100,264,3567,94,3599,30495,30026,69.1,76.04,-1.54%,10.04%,WINTER
12/24/2016 20:00,330,980,3799,6254,186,0,656,2785,7098,56,92,95,265,3487,45,3534,29250,28886,68.69,76.59,-1.24%,11.50%,WINTER
12/24/2016 21:00,328,895,3760,5773,187,0,634,1958,7101,56,91,37,266,3487,0,3509,27458,27120,67.6,76.97,-1.23%,13.86%,WINTER
12/24/2016 22:00,325,882,3449,5307,187,266,581,857,7103,56,91,34,265,3595,12,3573,25488,24869,60.15,68.58,-2.43%,14.01%,WINTER
12/24/2016 23:00,325,789,3659,5029,187,432,574,673,7085,55,90,34,267,3616,20,3602,24557,23761,57.71,65.58,-3.24%,13.64%,WINTER
12/25/2016 0:00,321,860,3720,4865,186,875,562,627,7101,55,90,32,260,3582,3,3597,23136,22962,48.82,58.17,-0.75%,19.15%,WINTER
12/25/2016 1:00,324,890,3872,4256,186,1236,536,630,7100,55,89,32,261,3691,0,3683,21977,21851,45.51,55.51,-0.57%,21.97%,WINTER
12/25/2016 2:00,325,895,3965,3794,186,2502,546,437,7101,55,89,32,261,3447,0,3464,20836,20370,41.27,51.93,-2.24%,25.83%,WINTER
12/25/2016 3:00,324,784,3718,3463,186,3353,525,229,7103,54,88,32,261,3428,1,3428,19543,19196,40,50.75,-1.78%,26.88%,WINTER
12/25/2016 4:00,322,614,3691,3299,187,3473,515,298,7086,55,88,32,262,3440,0,3505,18768,18512,39.11,50.18,-1.36%,28.30%,WINTER
12/25/2016 5:00,321,579,3744,3231,186,3544,510,284,7104,55,88,32,260,3392,0,3416,18692,18380,39.41,49.97,-1.67%,26.80%,WINTER
12/25/2016 6:00,320,576,3835,3210,187,3561,514,343,7104,54,87,32,261,3274,1,3293,18856,18545,39.85,50.44,-1.65%,26.57%,WINTER
12/25/2016 7:00,320,710,3736,3355,187,3341,520,404,7104,56,87,40,260,3099,18,3118,19359,18946,40,50.41,-2.13%,26.03%,WINTER
12/25/2016 8:00,325,737,3766,3312,187,3341,515,455,7103,56,88,58,262,2985,75,2976,19314,19109,40.35,51.08,-1.06%,26.59%,WINTER
12/25/2016 9:00,326,817,3976,3696,183,2922,534,584,7081,56,87,631,260,2800,612,2836,20596,20404,41.98,53.34,-0.93%,27.06%,WINTER
12/25/2016 10:00,325,889,3621,4054,172,1583,539,651,7103,55,87,1647,260,2677,1541,2688,22436,22488,45.98,55.74,0.23%,21.23%,WINTER
12/25/2016 11:00,324,892,3531,4319,186,1018,547,559,7099,55,87,2639,266,2414,2513,2444,23792,23715,47.37,56.13,-0.32%,18.49%,WINTER
12/25/2016 12:00,318,883,3402,4513,187,805,549,554,7101,55,88,3150,265,2296,3175,2301,24172,23990,47.51,55.83,-0.75%,17.51%,WINTER
12/25/2016 13:00,321,859,3388,4509,187,891,532,453,7101,55,89,3244,269,2268,3406,2276,24385,24026,47.85,56.24,-1.47%,17.53%,WINTER
12/25/2016 14:00,320,758,3456,4263,187,1030,536,501,7100,55,88,3229,273,2105,3254,2145,23586,23267,47.85,56.88,-1.35%,18.87%,WINTER
12/25/2016 15:00,320,809,3294,4159,187,1551,524,370,7098,56,87,3105,271,1856,2942,1990,22271,21636,45.76,54.5,-2.85%,19.10%,WINTER
12/25/2016 16:00,323,880,3478,4215,188,1730,527,459,7099,56,82,2493,270,1795,2124,1823,21991,21237,45.49,54.11,-3.43%,18.95%,WINTER
12/25/2016 17:00,321,911,3587,4622,188,1085,529,614,7098,55,86,1188,266,1784,1060,1784,22894,21856,49,57.65,-4.53%,17.65%,WINTER
12/25/2016 18:00,321,907,4152,5414,188,551,575,1698,7098,56,85,266,262,1671,251,1712,25350,24511,59.58,68.49,-3.31%,14.95%,WINTER
12/25/2016 19:00,319,976,4438,5868,188,0,619,2380,7100,56,88,54,263,1475,223,1544,26444,25670,65.57,73.88,-2.93%,12.67%,WINTER
12/25/2016 20:00,319,982,4540,5920,188,0,634,3046,7081,56,88,47,262,1320,10,1394,27232,26483,68.6,76.61,-2.75%,11.68%,WINTER
12/25/2016 21:00,323,989,4613,5775,188,0,633,3395,7099,57,88,34,267,1224,0,1289,27737,26911,70.11,78.86,-2.98%,12.48%,WINTER
12/25/2016 22:00,324,991,4611,5755,190,0,628,3283,7100,56,88,34,269,1129,0,1168,27587,26663,69.98,76.49,-3.35%,9.30%,WINTER
12/25/2016 23:00,319,916,4508,5834,200,6,616,2809,7102,55,87,34,271,1135,0,1142,25593,24985,64.88,71.16,-2.38%,9.68%,WINTER
12/26/2016 0:00,317,913,4363,5503,224,273,578,889,7102,56,86,35,268,1188,0,1149,23210,22696,58.23,66.97,-2.21%,15.01%,WINTER
12/26/2016 1:00,320,917,3837,5005,224,593,526,543,7066,56,84,35,264,1235,0,1221,21260,20729,48.1,58.35,-2.50%,21.31%,WINTER
12/26/2016 2:00,324,923,3874,4657,224,1332,521,405,7100,55,86,35,264,1224,0,1248,19904,19511,45.44,56.23,-1.97%,23.75%,WINTER
12/26/2016 3:00,321,897,3934,4343,224,1787,518,401,7083,54,85,35,272,1158,0,1188,19268,18792,43.63,54.53,-2.47%,24.98%,WINTER
12/26/2016 4:00,332,883,4008,4216,219,1902,519,349,7102,55,85,35,268,1185,0,1187,18939,18574,42.84,53.13,-1.93%,24.02%,WINTER
12/26/2016 5:00,332,852,4057,4319,223,1880,495,307,7101,55,84,35,263,1281,1,1268,19339,18853,43.37,53.63,-2.51%,23.66%,WINTER
12/26/2016 6:00,333,840,3870,4538,224,1379,492,420,7102,54,83,34,262,1430,2,1389,20689,19817,45.44,56.49,-4.21%,24.32%,WINTER
12/26/2016 7:00,326,787,4104,4657,233,1080,494,418,7102,56,79,43,259,1742,8,1663,22770,21274,50.8,62.77,-6.57%,23.56%,WINTER
12/26/2016 8:00,322,698,4236,4798,264,733,502,820,7085,56,83,61,256,2028,63,2031,23762,22442,59.07,74.83,-5.56%,26.68%,WINTER
12/26/2016 9:00,329,740,4800,5144,272,267,532,1212,7104,55,84,584,258,2108,555,2231,25993,24316,59.52,71.33,-6.45%,19.84%,WINTER
12/26/2016 10:00,333,858,4750,5565,280,105,551,1148,7104,54,86,1584,267,2369,1398,2271,27746,26125,59.58,70.46,-5.84%,18.26%,WINTER
12/26/2016 11:00,329,883,4683,5523,283,23,540,784,7101,54,89,2549,265,2520,2400,2501,27999,26895,55.83,65.42,-3.94%,17.18%,WINTER
12/26/2016 12:00,329,890,4491,5349,280,164,557,646,7102,54,83,3086,265,2547,3090,2555,27922,26690,51.63,61.68,-4.41%,19.47%,WINTER
12/26/2016 13:00,331,907,4722,5223,288,180,539,641,7101,55,87,3195,265,2700,3404,2642,27885,26985,54,62.83,-3.23%,16.35%,WINTER
12/26/2016 14:00,335,893,4588,5007,280,322,536,657,7082,55,86,3168,268,2898,3321,2852,27409,26434,52.16,62.33,-3.56%,19.50%,WINTER
12/26/2016 15:00,335,812,4313,4725,270,500,532,630,7100,54,85,3023,271,3091,2956,3046,26434,25394,49.29,60.15,-3.93%,22.03%,WINTER
12/26/2016 16:00,336,823,4296,4762,266,753,558,782,7100,54,83,2338,276,3330,2210,3334,25859,24851,49.37,59.76,-3.90%,21.05%,WINTER
12/26/2016 17:00,335,858,4915,5076,259,540,574,905,7079,55,85,1039,271,3442,1123,3688,26385,25216,56.12,66.83,-4.43%,19.08%,WINTER
12/26/2016 18:00,336,869,4585,5560,264,0,627,2604,7099,54,87,284,281,3550,216,3594,28570,27775,62.94,74.07,-2.78%,17.68%,WINTER
12/26/2016 19:00,332,959,4538,5744,270,0,666,2783,7101,55,87,92,286,3791,65,3722,30194,28829,63.1,73.52,-4.52%,16.51%,WINTER
12/26/2016 20:00,328,911,4550,5638,270,0,664,2812,7101,55,89,46,293,4069,9,4059,30611,29574,64.88,74.84,-3.39%,15.35%,WINTER
12/26/2016 21:00,333,902,4554,5842,273,0,662,2792,7101,55,90,35,293,4103,0,4103,30776,29929,64.88,73.28,-2.75%,12.95%,WINTER
12/26/2016 22:00,330,948,4386,5733,281,0,596,1986,7085,55,89,35,289,4230,0,4185,29569,28842,60.8,69.01,-2.46%,13.50%,WINTER
12/26/2016 23:00,332,922,4533,5521,281,40,549,662,7102,54,89,35,286,4248,0,4276,27184,26449,53,61.11,-2.70%,15.30%,WINTER
12/27/2016 0:00,325,876,4254,5150,273,452,520,445,7101,55,87,36,279,3923,0,4006,23706,24118,49.97,58,1.74%,16.07%,WINTER
12/27/2016 1:00,325,908,4227,4646,273,697,501,488,7099,55,85,36,283,3506,0,3662,21667,21924,46.74,55.42,1.19%,18.57%,WINTER
12/27/2016 2:00,330,915,4299,4254,273,1635,502,391,7100,55,85,35,284,3035,0,3165,20371,20676,44.82,54.09,1.50%,20.68%,WINTER
12/27/2016 3:00,334,870,4274,3958,273,1892,510,284,7098,55,84,35,282,2629,0,2722,19741,20126,43.42,52.54,1.95%,21.00%,WINTER
12/27/2016 4:00,334,939,4263,3964,273,1968,512,379,7012,55,84,34,286,2362,0,2438,19661,20122,43.56,52.38,2.34%,20.25%,WINTER
12/27/2016 5:00,333,954,4474,4437,273,1443,515,478,6919,53,84,35,290,2146,1,2229,20182,20660,45.76,54.17,2.37%,18.38%,WINTER
12/27/2016 6:00,331,909,4431,5104,268,851,515,539,6911,47,84,34,287,2004,2,2012,22076,22713,52.87,61.15,2.89%,15.66%,WINTER
12/27/2016 7:00,326,842,4963,5567,273,291,582,1581,6896,54,95,42,278,2023,9,2006,25682,26071,64.15,71.72,1.51%,11.80%,WINTER
12/27/2016 8:00,328,884,5834,5993,286,0,620,2304,6916,55,96,60,278,1973,62,1998,28501,29067,67.9,75.46,1.99%,11.13%,WINTER
12/27/2016 9:00,333,926,6251,6250,286,0,658,2805,6919,55,96,514,273,2042,554,2024,30689,31446,69.14,75.45,2.47%,9.13%,WINTER
12/27/2016 10:00,334,986,6396,6233,290,0,655,2879,6921,55,96,1399,277,1977,1420,2036,32393,32662,69.67,77.18,0.83%,10.78%,WINTER
12/27/2016 11:00,333,988,6389,6245,290,0,631,2586,6921,56,99,2213,278,1801,2062,1850,32087,32555,67.1,74.64,1.46%,11.24%,WINTER
12/27/2016 12:00,326,989,6265,6203,289,0,626,2458,6922,49,97,2717,282,1808,2687,1805,31856,32038,66,73.91,0.57%,11.98%,WINTER
12/27/2016 13:00,331,987,6267,6179,290,0,632,2224,6921,49,98,2867,282,1651,2980,1684,31458,31950,66.69,73.12,1.56%,9.64%,WINTER
12/27/2016 14:00,332,976,6101,6176,289,0,635,2069,6921,49,98,2920,281,1554,2945,1577,30475,31012,65.2,72.18,1.76%,10.71%,WINTER
12/27/2016 15:00,329,905,6000,6088,289,0,646,1685,6937,49,101,2874,282,1409,2525,1465,29825,30070,64.15,71.11,0.82%,10.85%,WINTER
12/27/2016 16:00,330,897,6039,6159,289,0,663,1892,7028,54,103,2394,284,1270,1864,1322,29944,29807,64.15,70.8,-0.46%,10.37%,WINTER
12/27/2016 17:00,334,977,6309,6292,289,0,690,2865,7097,54,105,1137,279,1237,885,1237,30680,30546,69.99,76.77,-0.44%,9.69%,WINTER
12/27/2016 18:00,332,985,6344,6369,290,0,715,4883,7098,54,105,232,281,1409,529,1308,33110,32767,72.89,81.36,-1.04%,11.62%,WINTER
12/27/2016 19:00,327,977,6434,6433,290,0,722,4540,7098,54,105,50,282,1723,244,1639,33351,33216,72.15,81.13,-0.40%,12.45%,WINTER
12/27/2016 20:00,327,973,6319,6426,290,0,706,4505,7101,54,103,48,283,2005,9,1994,33616,33347,72.1,80.53,-0.80%,11.69%,WINTER
12/27/2016 21:00,331,986,6259,6424,291,0,680,3174,7102,54,104,33,283,2256,0,2190,33337,32974,72.1,80.32,-1.09%,11.40%,WINTER
12/27/2016 22:00,331,983,6321,6377,291,1,641,2225,7103,51,104,32,285,2482,0,2462,30148,30865,69.99,76.61,2.38%,9.46%,WINTER
12/27/2016 23:00,322,928,6101,6260,289,3,612,1683,7103,50,102,32,285,2705,0,2690,27473,28092,65.75,72.21,2.25%,9.83%,WINTER
12/28/2016 0:00,317,905,4569,6024,280,257,559,868,7099,49,90,32,282,2844,0,2887,25128,25407,56,62.76,1.11%,12.07%,WINTER
12/28/2016 1:00,327,894,4091,5513,279,846,530,433,7098,52,92,32,282,2969,0,2973,22892,22992,47.73,55.15,0.44%,15.55%,WINTER
12/28/2016 2:00,332,896,3968,4737,279,1469,518,286,7102,55,88,23,286,3200,0,3116,21514,21601,45.42,53.08,0.40%,16.86%,WINTER
12/28/2016 3:00,332,892,3954,4306,279,1797,525,290,7101,56,88,21,289,3465,0,3382,20893,20961,43.63,51.05,0.33%,17.01%,WINTER
12/28/2016 4:00,332,894,4067,4115,280,1881,520,411,7098,57,89,21,289,3496,0,3477,20764,20807,43.37,51.21,0.21%,18.08%,WINTER
12/28/2016 5:00,329,884,4194,4181,279,1880,513,445,7099,57,86,21,281,3620,1,3576,21228,21291,43.45,51.33,0.30%,18.14%,WINTER
12/28/2016 6:00,328,879,4423,4955,276,1241,540,425,7101,58,88,21,277,3710,2,3669,23148,23242,46,53.6,0.41%,16.52%,WINTER
12/28/2016 7:00,329,888,4774,5623,271,643,570,481,7101,59,88,29,273,3791,5,3751,26590,26509,55.38,61.93,-0.30%,11.83%,WINTER
12/28/2016 8:00,329,891,4939,6132,278,15,608,1580,7099,64,94,40,267,3894,56,3853,29184,29384,65.6,72.85,0.69%,11.05%,WINTER
12/28/2016 9:00,330,894,4928,6437,280,22,662,2548,7097,63,97,423,267,3712,482,3801,31501,31589,66.21,72.84,0.28%,10.01%,WINTER
12/28/2016 10:00,331,893,5432,6457,281,0,654,3219,7096,63,96,1146,258,3595,1211,3575,32584,32653,66.19,73.96,0.21%,11.74%,WINTER
12/28/2016 11:00,325,893,5309,6560,277,0,659,3076,7098,63,93,1753,258,3463,2028,3465,32479,32668,64.1,71.82,0.58%,12.04%,WINTER
12/28/2016 12:00,318,896,5273,6610,279,0,657,2693,7098,60,96,2250,259,3328,2389,3399,31914,32157,62,69.87,0.76%,12.69%,WINTER
